curso,turno,qualificacao_previa,nacionalidade,necessidades_especiais,mensalidade_em_dia,sexo,bolsista,aprovacoes,aproveitamentos,matriculas,media,indice_deseprego,indice_inflacao,PIB,STATUS
10,1,1,1,0,1,1,0,10,0,12,21.8,7.6,2.6,0.32,1
15,1,1,1,0,1,1,0,7,0,12,21.8,13.9,-0.3,0.79,0
9,1,1,1,0,1,0,0,7,0,10,21.8,10.8,1.4,1.74,1
11,1,1,1,0,1,0,1,11,0,12,21.7666666666667,15.5,2.8,-4.06,1
10,1,1,1,0,1,0,1,10,0,12,21.7666666666667,11.1,0.6,2.02,1
6,1,1,1,0,1,0,0,8,0,10,21.75,12.7,3.7,-1.7,1
10,1,1,1,0,1,0,0,8,0,12,21.75,7.6,2.6,0.32,1
11,1,1,1,0,1,0,1,10,0,12,21.75,12.4,0.5,1.79,1
7,1,6,1,0,1,1,0,6,5,11,21.75,7.6,2.6,0.32,0
17,0,1,1,0,0,0,0,5,2,11,21.75,12.7,3.7,-1.7,0
4,1,14,1,0,1,1,0,5,2,12,21.75,13.9,-0.3,0.79,0
9,1,1,12,0,1,1,0,7,0,10,21.75,12.4,0.5,1.79,1
9,1,1,1,0,1,1,0,6,0,10,21.75,16.2,0.3,-0.92,0
17,0,1,1,0,1,0,0,8,0,10,21.75,7.6,2.6,0.32,1
9,1,1,1,0,1,0,1,6,0,10,21.75,11.1,0.6,2.02,1
5,1,1,1,0,1,1,0,9,0,12,21.75,9.4,-0.8,-3.12,1
3,0,1,1,0,1,0,0,8,0,12,21.75,10.8,1.4,1.74,1
11,1,1,1,0,1,0,0,8,0,12,21.75,7.6,2.6,0.32,0
9,1,1,1,0,1,1,0,7,0,10,21.75,12.4,0.5,1.79,1
9,1,1,1,0,1,0,0,13,7,20,21.7380952380952,7.6,2.6,0.32,1
9,1,1,1,0,1,0,1,8,0,10,21.7142857142857,13.9,-0.3,0.79,1
14,1,1,1,0,1,1,0,8,0,12,21.6785714285714,10.8,1.4,1.74,1
16,1,1,1,0,1,0,0,8,0,12,21.6666666666667,12.7,3.7,-1.7,0
9,1,1,1,0,1,0,0,7,0,10,21.6666666666667,12.4,0.5,1.79,1
11,1,1,1,0,0,0,0,4,0,12,21.6666666666667,10.8,1.4,1.74,0
15,1,1,1,0,0,1,0,5,0,12,21.6666666666667,16.2,0.3,-0.92,0
9,1,1,1,0,1,1,1,7,0,10,21.6666666666667,15.5,2.8,-4.06,1
14,1,12,1,0,0,1,0,4,0,10,21.6666666666667,7.6,2.6,0.32,0
16,1,12,1,0,1,0,0,7,0,14,21.6666666666667,12.4,0.5,1.79,0
8,1,14,1,0,1,1,0,7,3,12,21.6666666666667,12.4,0.5,1.79,0
9,1,1,1,0,1,0,0,9,0,10,21.65,7.6,2.6,0.32,1
17,0,1,1,0,1,0,0,9,0,10,21.65,15.5,2.8,-4.06,1
11,1,1,1,0,0,0,0,9,0,12,21.6190476190476,8.9,1.4,3.51,0
17,0,1,1,0,1,0,0,10,0,10,21.6,9.4,-0.8,-3.12,0
17,0,1,1,0,0,0,0,7,0,10,21.6,12.7,3.7,-1.7,0
17,0,16,1,0,0,0,0,12,12,17,21.6,8.9,1.4,3.51,0
10,1,1,1,0,0,0,1,10,0,12,21.6,10.8,1.4,1.74,1
5,1,14,1,0,0,0,0,10,7,16,21.6,12.4,0.5,1.79,0
9,1,1,1,0,0,0,0,27,27,28,21.5989010989011,16.2,0.3,-0.92,1
6,1,1,1,0,1,0,0,7,0,10,21.5833333333333,12.7,3.7,-1.7,1
14,1,1,1,0,1,1,0,7,0,12,21.5833333333333,10.8,1.4,1.74,0
11,1,16,1,0,1,0,1,11,0,12,21.5714285714286,8.9,1.4,3.51,1
10,1,1,1,0,1,0,1,11,0,12,21.5142857142857,15.5,2.8,-4.06,1
11,1,1,1,0,1,1,1,5,0,12,21.5,9.4,-0.8,-3.12,0
10,1,1,1,0,0,0,0,12,5,16,21.5,9.4,-0.8,-3.12,1
11,1,1,14,0,1,0,0,12,0,12,21.5,13.9,-0.3,0.79,1
9,1,1,1,0,1,0,0,5,0,10,21.5,11.1,0.6,2.02,1
11,1,1,1,0,1,0,0,5,0,12,21.5,7.6,2.6,0.32,0
13,1,1,1,0,0,0,0,10,0,14,21.5,12.7,3.7,-1.7,0
5,1,1,1,0,1,0,0,5,0,12,21.5,7.6,2.6,0.32,1
5,1,1,1,1,1,1,1,8,0,12,21.5,12.7,3.7,-1.7,0
9,1,1,1,0,1,0,0,3,0,10,21.5,12.7,3.7,-1.7,1
17,0,1,14,0,1,0,0,3,3,3,21.5,10.8,1.4,1.74,0
8,1,1,1,0,1,0,0,3,0,10,21.5,12.7,3.7,-1.7,1
17,0,1,1,0,1,0,0,5,0,10,21.5,12.7,3.7,-1.7,1
7,1,1,1,0,1,1,0,8,0,10,21.5,7.6,2.6,0.32,1
9,1,1,1,0,1,1,0,9,0,10,21.5,13.9,-0.3,0.79,0
10,1,1,1,0,0,0,0,6,0,12,21.5,9.4,-0.8,-3.12,0
8,1,12,1,0,0,1,0,3,0,12,21.5,16.2,0.3,-0.92,0
16,1,1,1,0,1,0,0,9,0,12,21.45,7.6,2.6,0.32,0
17,0,1,1,0,1,1,0,9,4,13,21.45,15.5,2.8,-4.06,0
17,0,1,1,0,1,0,0,9,1,10,21.45,9.4,-0.8,-3.12,1
10,1,1,1,0,1,0,1,9,0,12,21.45,12.4,0.5,1.79,1
14,1,1,1,0,0,1,0,7,0,12,21.4166666666667,10.8,1.4,1.74,0
5,1,1,1,0,1,1,0,6,0,12,21.4,10.8,1.4,1.74,1
10,1,1,1,0,1,0,1,8,0,12,21.4,8.9,1.4,3.51,1
9,1,1,1,0,1,1,0,10,0,10,21.4,12.4,0.5,1.79,1
10,1,1,1,0,1,0,1,6,0,12,21.4,12.7,3.7,-1.7,1
9,1,15,1,0,1,0,0,26,20,27,21.3897435897436,13.9,-0.3,0.79,1
14,1,1,1,0,1,0,1,9,0,10,21.35,9.4,-0.8,-3.12,1
9,1,1,1,0,1,0,0,7,0,10,21.3333333333333,16.2,0.3,-0.92,1
17,0,1,1,0,1,1,0,3,0,10,21.3333333333333,12.4,0.5,1.79,0
11,1,1,1,0,1,1,0,5,0,12,21.3333333333333,7.6,2.6,0.32,0
17,0,1,1,0,1,0,0,5,0,10,21.3333333333333,12.7,3.7,-1.7,1
11,1,1,1,0,1,1,0,8,0,12,21.3333333333333,9.4,-0.8,-3.12,1
11,1,1,1,0,1,0,1,5,0,12,21.3333333333333,7.6,2.6,0.32,0
16,1,1,1,0,0,0,0,4,0,12,21.3333333333333,10.8,1.4,1.74,0
9,1,1,1,0,1,0,0,5,0,10,21.3333333333333,7.6,2.6,0.32,1
9,1,1,1,0,0,1,0,7,0,10,21.3333333333333,15.5,2.8,-4.06,0
11,1,1,1,0,1,1,0,4,0,12,21.3333333333333,10.8,1.4,1.74,0
17,0,1,1,0,0,1,1,6,0,10,21.3333333333333,9.4,-0.8,-3.12,0
9,1,1,1,0,0,0,0,6,0,10,21.3333333333333,9.4,-0.8,-3.12,0
9,1,1,1,0,1,1,0,7,0,10,21.3214285714286,10.8,1.4,1.74,0
4,1,1,1,0,1,1,0,26,26,29,21.3095238095238,15.5,2.8,-4.06,0
7,1,1,1,0,1,1,0,6,0,10,21.3,12.4,0.5,1.79,0
10,1,1,1,0,1,0,1,11,0,12,21.3,12.4,0.5,1.79,1
11,1,1,1,0,1,1,0,7,0,12,21.3,10.8,1.4,1.74,1
9,1,1,1,0,1,0,0,6,0,10,21.3,13.9,-0.3,0.79,1
10,1,1,1,0,1,0,0,7,0,12,21.25,9.4,-0.8,-3.12,1
8,1,14,1,0,1,1,0,6,0,12,21.25,13.9,-0.3,0.79,0
9,1,1,1,0,1,1,0,7,0,10,21.2,15.5,2.8,-4.06,1
10,1,1,1,0,1,0,0,6,0,12,21.2,7.6,2.6,0.32,1
11,1,1,1,0,0,1,0,7,0,12,21.2,9.4,-0.8,-3.12,0
9,1,1,1,0,1,1,0,6,0,10,21.1904761904762,10.8,1.4,1.74,0
7,1,1,1,0,1,1,0,5,0,10,21.1666666666667,15.5,2.8,-4.06,1
17,0,1,1,0,0,1,0,5,0,10,21.1666666666667,9.4,-0.8,-3.12,0
17,0,1,1,1,1,0,0,6,0,10,21.1666666666667,10.8,1.4,1.74,0
5,1,9,1,0,1,0,0,11,6,12,21.1666666666667,8.9,1.4,3.51,1
10,1,1,1,1,1,0,1,8,0,12,21.15,12.4,0.5,1.79,1
10,1,1,1,0,1,0,0,9,0,12,21.1,15.5,2.8,-4.06,1
9,1,1,1,0,1,0,1,6,0,10,21.1,13.9,-0.3,0.79,1
9,1,1,1,0,1,1,0,6,0,10,21.0833333333333,15.5,2.8,-4.06,0
9,1,1,1,0,1,0,0,16,13,22,21.0666666666667,12.7,3.7,-1.7,1
17,0,1,1,0,1,0,0,8,0,10,21.0666666666667,12.7,3.7,-1.7,1
9,1,1,1,0,1,0,0,6,0,10,21.0,12.4,0.5,1.79,1
10,1,1,1,0,1,0,0,9,0,12,21.0,15.5,2.8,-4.06,1
3,0,12,1,0,1,0,0,2,0,12,21.0,9.4,-0.8,-3.12,0
16,1,1,1,0,1,0,0,4,0,12,21.0,7.6,2.6,0.32,0
9,1,1,8,0,1,1,0,2,0,10,21.0,11.1,0.6,2.02,1
9,1,1,1,0,1,0,0,2,0,10,21.0,7.6,2.6,0.32,0
7,1,12,1,0,1,1,0,2,0,10,21.0,13.9,-0.3,0.79,1
9,1,1,1,0,1,1,0,7,0,10,21.0,12.7,3.7,-1.7,0
17,0,1,14,0,1,0,1,8,0,10,21.0,15.5,2.8,-4.06,1
9,1,1,1,0,1,1,0,5,0,10,21.0,12.7,3.7,-1.7,0
7,1,1,1,0,1,1,0,2,0,10,21.0,8.9,1.4,3.51,1
7,1,1,1,0,1,1,0,6,0,10,21.0,7.6,2.6,0.32,1
17,0,1,1,0,1,0,0,5,5,15,21.0,9.4,-0.8,-3.12,0
9,1,1,1,0,1,1,0,8,0,10,21.0,8.9,1.4,3.51,1
2,1,1,1,0,1,1,0,7,6,17,21.0,8.9,1.4,3.51,1
10,1,1,1,0,1,1,0,8,2,14,21.0,10.8,1.4,1.74,1
7,1,1,1,0,0,1,0,2,0,10,21.0,8.9,1.4,3.51,0
9,1,1,1,0,1,1,0,2,0,10,21.0,7.6,2.6,0.32,0
17,0,1,1,0,1,1,1,2,0,10,21.0,13.9,-0.3,0.79,0
16,1,1,1,0,1,0,0,6,0,14,21.0,16.2,0.3,-0.92,0
9,1,1,1,0,1,0,0,4,0,10,21.0,7.6,2.6,0.32,1
9,1,1,1,0,1,0,0,4,0,10,21.0,7.6,2.6,0.32,0
10,1,1,1,0,1,0,0,11,0,12,20.9666666666667,8.9,1.4,3.51,1
10,1,1,1,0,1,0,0,10,0,12,20.9642857142857,11.1,0.6,2.02,1
3,0,1,1,0,0,1,0,11,7,18,20.9285714285714,12.4,0.5,1.79,0
9,1,1,1,0,1,0,0,7,0,10,20.9166666666667,11.1,0.6,2.02,1
17,0,9,1,0,1,1,0,12,12,24,20.8857142857143,10.8,1.4,1.74,0
17,0,1,1,0,1,0,0,17,16,25,20.8333333333333,9.4,-0.8,-3.12,1
11,1,1,1,0,1,1,0,8,0,12,20.8,15.5,2.8,-4.06,1
11,1,1,1,0,1,1,0,8,0,12,20.8,9.4,-0.8,-3.12,1
17,0,1,1,0,1,0,1,10,0,10,20.8,9.4,-0.8,-3.12,1
10,1,1,1,0,1,0,1,6,0,12,20.75,7.6,2.6,0.32,1
9,1,1,1,0,1,0,0,4,0,10,20.75,13.9,-0.3,0.79,0
15,1,1,1,0,1,1,0,6,0,12,20.75,7.6,2.6,0.32,0
12,1,12,1,0,1,0,0,2,0,14,20.75,13.9,-0.3,0.79,0
17,0,1,1,0,1,1,0,6,0,10,20.75,9.4,-0.8,-3.12,0
9,1,1,1,0,1,0,0,6,0,10,20.75,9.4,-0.8,-3.12,0
17,0,1,1,0,1,0,0,6,6,20,20.75,7.6,2.6,0.32,0
9,1,1,1,0,1,1,0,9,0,10,20.7,12.4,0.5,1.79,1
10,1,1,1,0,1,0,0,6,0,12,20.6666666666667,7.6,2.6,0.32,1
11,1,1,1,0,1,0,0,6,0,12,20.6666666666667,10.8,1.4,1.74,1
10,1,1,1,0,1,1,0,12,0,12,20.6666666666667,12.7,3.7,-1.7,1
10,1,1,1,0,1,0,0,7,0,12,20.6,7.6,2.6,0.32,1
9,1,1,1,0,0,0,0,6,0,10,20.5714285714286,10.8,1.4,1.74,0
9,1,1,14,0,1,0,0,6,0,10,20.5,16.2,0.3,-0.92,1
11,1,1,1,0,1,1,0,6,1,12,20.5,7.6,2.6,0.32,0
11,1,1,1,0,1,0,0,3,0,12,20.5,10.8,1.4,1.74,0
12,1,1,1,0,1,1,0,4,0,16,20.5,12.7,3.7,-1.7,0
9,1,1,1,0,1,0,0,5,0,10,20.3333333333333,7.6,2.6,0.32,0
14,1,1,1,0,1,1,0,5,0,10,20.3333333333333,9.4,-0.8,-3.12,1
3,0,1,1,0,1,0,0,3,0,11,20.0,9.4,-0.8,-3.12,1
12,1,1,1,0,1,1,1,2,0,16,20.0,12.7,3.7,-1.7,1
9,1,1,1,0,1,1,0,3,0,10,20.0,7.6,2.6,0.32,0
11,1,12,1,0,1,1,0,4,0,12,20.0,7.6,2.6,0.32,0
9,1,1,1,0,0,1,0,2,0,10,20.0,10.8,1.4,1.74,0
17,0,1,1,0,0,1,0,5,5,15,20.0,12.7,3.7,-1.7,0
9,1,1,1,0,0,0,0,3,0,10,20.0,9.4,-0.8,-3.12,0
9,1,1,1,0,1,1,0,2,0,10,20.0,7.6,2.6,0.32,0
9,1,1,1,0,1,0,0,3,0,10,20.0,12.4,0.5,1.79,1
9,1,1,1,0,1,1,0,2,0,10,20.0,12.7,3.7,-1.7,0
12,1,1,1,0,1,1,0,7,0,15,16.1428571428571,16.2,0.3,-0.92,0
13,1,12,1,0,0,0,1,1,0,14,16.0,8.9,1.4,3.51,0
13,1,1,1,0,1,0,0,1,0,6,16.0,10.8,1.4,1.74,1
7,1,1,1,0,1,1,0,1,0,10,16.0,9.4,-0.8,-3.12,0
8,1,1,1,0,1,0,1,12,0,12,15.8571428571,13.9,-0.3,0.79,1
15,1,12,1,0,0,1,0,1,0,11,15.0,10.8,1.4,1.74,0
7,1,1,1,0,1,1,0,1,0,10,15.0,10.8,1.4,1.74,1
6,1,1,1,0,1,0,0,4,0,10,14.75,12.7,3.7,-1.7,1
6,1,3,1,0,1,1,0,3,3,10,14.6666666666667,7.6,2.6,0.32,0
4,1,1,1,0,0,1,0,2,0,12,14.5,15.5,2.8,-4.06,0
7,1,1,1,0,1,1,0,2,0,10,14.5,7.6,2.6,0.32,0
4,1,1,1,0,1,1,0,3,0,12,14.4,16.2,0.3,-0.92,0
14,1,1,1,0,0,1,0,3,0,12,14.3333333333333,12.7,3.7,-1.7,0
12,1,1,1,0,1,0,0,5,0,14,14.0,13.9,-0.3,0.79,0
7,1,1,1,0,1,1,0,1,0,10,14.0,8.9,1.4,3.51,0
6,1,3,1,0,1,0,0,1,0,10,14.0,10.8,1.4,1.74,0
7,1,1,1,0,1,1,0,2,2,11,14.0,13.9,-0.3,0.79,0
5,1,1,1,0,0,1,0,1,0,12,14.0,9.4,-0.8,-3.12,0
14,1,1,1,0,0,1,0,1,0,12,14.0,12.7,3.7,-1.7,0
14,1,1,1,0,1,0,1,1,0,12,14.0,15.5,2.8,-4.06,0
14,1,6,1,0,1,1,0,1,1,10,14.0,9.4,-0.8,-3.12,0
9,1,3,1,0,1,0,0,2,2,10,14.0,12.4,0.5,1.79,0
13,1,9,1,0,1,0,0,1,0,5,14.0,11.1,0.6,2.02,0
10,1,1,1,0,1,1,0,1,0,12,14.0,16.2,0.3,-0.92,0
14,1,12,1,0,1,1,1,1,0,12,14.0,11.1,0.6,2.02,0
14,1,1,1,0,1,1,0,1,0,12,14.0,16.2,0.3,-0.92,0
7,1,1,1,0,1,1,0,1,0,10,14.0,7.6,2.6,0.32,0
12,1,1,1,0,1,0,1,12,0,15,13.8928571429,11.1,0.6,2.02,1
12,1,1,1,0,1,0,0,6,0,15,13.8616666666667,12.4,0.5,1.79,0
10,1,1,1,0,1,0,1,6,0,12,13.8333333333333,15.5,2.8,-4.06,0
12,1,3,1,0,1,0,0,3,0,14,13.8333333333333,16.2,0.3,-0.92,0
12,1,1,1,0,1,0,1,15,0,15,13.7971428571,12.4,0.5,1.79,1
8,1,1,1,0,1,0,0,4,0,10,13.75,10.8,1.4,1.74,1
9,1,1,1,0,1,1,0,4,0,10,13.75,12.4,0.5,1.79,0
12,1,1,1,0,0,0,0,4,0,14,13.7,16.2,0.3,-0.92,0
6,1,1,1,0,1,0,0,2,0,10,13.5,7.6,2.6,0.32,0
14,1,1,1,0,0,0,0,4,0,12,13.5,12.7,3.7,-1.7,0
16,1,1,1,0,1,0,0,6,0,12,13.5,12.7,3.7,-1.7,0
8,1,1,1,0,1,0,0,4,0,10,13.5,10.8,1.4,1.74,0
11,1,1,1,0,1,1,0,2,0,12,13.5,15.5,2.8,-4.06,0
5,1,1,1,0,1,1,1,6,0,12,13.5,16.2,0.3,-0.92,0
14,1,1,1,0,1,1,0,6,0,12,13.5,12.7,3.7,-1.7,0
9,1,1,1,0,1,1,0,3,0,10,13.3333333333333,16.2,0.3,-0.92,1
3,0,1,1,0,1,0,0,4,0,12,13.25,12.7,3.7,-1.7,1
9,1,1,1,0,1,0,0,4,0,10,13.25,16.2,0.3,-0.92,1
15,1,1,1,0,1,0,0,5,0,12,13.2,15.5,2.8,-4.06,0
6,1,1,1,0,1,1,1,4,0,12,13.2,12.4,0.5,1.79,0
9,1,1,1,0,1,0,0,10,0,10,13.1666666667,13.9,-0.3,0.79,1
13,1,1,1,0,1,1,0,2,0,15,13.15,16.2,0.3,-0.92,0
12,1,12,1,0,1,1,0,5,0,14,13.06,16.2,0.3,-0.92,1
5,1,1,1,0,1,0,0,2,0,12,13.0,12.4,0.5,1.79,0
10,1,1,1,0,0,0,0,1,0,12,13.0,9.4,-0.8,-3.12,0
7,1,1,1,0,1,1,0,1,0,10,13.0,8.9,1.4,3.51,0
12,1,1,1,0,1,1,1,1,0,14,13.0,11.1,0.6,2.02,0
6,1,1,1,0,0,0,1,2,0,12,13.0,15.5,2.8,-4.06,0
6,1,1,1,0,0,0,0,1,0,10,13.0,7.6,2.6,0.32,0
8,1,3,1,0,0,1,0,2,2,10,13.0,12.7,3.7,-1.7,0
8,1,1,1,0,1,0,0,1,0,10,13.0,10.8,1.4,1.74,0
15,1,1,1,0,1,1,0,6,0,12,13.0,7.6,2.6,0.32,0
4,1,1,1,0,0,1,0,1,0,12,13.0,15.5,2.8,-4.06,0
15,1,1,1,0,1,0,0,1,0,11,13.0,7.6,2.6,0.32,0
9,1,1,1,0,0,1,0,1,0,10,13.0,8.9,1.4,3.51,0
16,1,1,1,0,1,0,1,6,0,13,12.8333333333333,13.9,-0.3,0.79,0
6,1,1,1,0,1,1,0,4,0,12,12.8,12.4,0.5,1.79,0
12,1,12,1,0,1,1,0,6,0,15,12.7833333333333,16.2,0.3,-0.92,0
15,1,1,1,0,1,0,0,4,0,11,12.75,12.7,3.7,-1.7,0
9,1,1,1,0,1,1,1,4,0,10,12.75,7.6,2.6,0.32,0
16,1,1,1,0,0,0,0,4,0,11,12.75,9.4,-0.8,-3.12,0
16,1,8,1,0,1,0,0,3,0,12,12.6666666666667,7.6,2.6,0.32,0
13,1,3,1,0,0,1,0,3,0,12,12.6666666666667,13.9,-0.3,0.79,0
8,1,14,1,0,0,0,0,3,1,12,12.6666666666667,15.5,2.8,-4.06,0
6,1,12,1,0,1,0,0,3,0,12,12.6666666666667,11.1,0.6,2.02,0
13,1,1,1,0,1,0,0,2,0,9,12.5,12.4,0.5,1.79,0
3,0,1,1,0,0,1,0,4,0,12,12.5,12.4,0.5,1.79,0
17,0,7,1,0,1,0,0,2,0,10,12.5,7.6,2.6,0.32,0
4,1,14,1,0,0,1,0,2,0,12,12.5,16.2,0.3,-0.92,0
5,1,1,1,1,0,1,0,4,0,12,12.5,9.4,-0.8,-3.12,0
14,1,1,1,0,1,0,0,2,0,10,12.5,9.4,-0.8,-3.12,0
9,1,1,1,0,1,1,0,3,0,10,12.3333333333333,8.9,1.4,3.51,0
11,1,1,12,0,0,0,0,3,0,12,12.3333333333333,10.8,1.4,1.74,0
14,1,1,1,0,1,1,0,3,0,12,12.3333333333333,10.8,1.4,1.74,0
9,1,1,1,0,0,0,0,3,3,10,12.3333333333333,10.8,1.4,1.74,0
6,1,1,1,0,1,1,0,5,0,10,12.2857142857143,10.8,1.4,1.74,1
10,1,1,1,0,1,1,0,4,0,12,12.25,8.9,1.4,3.51,0
3,0,1,1,0,1,1,0,4,0,11,12.25,11.1,0.6,2.02,0
16,1,1,1,0,1,0,1,5,0,12,12.2,9.4,-0.8,-3.12,0
16,1,1,1,0,0,0,0,5,0,14,12.2,12.4,0.5,1.79,0
5,1,1,1,0,0,0,0,6,0,12,12.1666666666667,15.5,2.8,-4.06,0
11,1,1,1,0,1,0,0,5,6,18,12.1666666666667,12.7,3.7,-1.7,0
3,0,1,1,0,1,1,0,6,0,12,12.1428571428571,16.2,0.3,-0.92,0
13,1,1,1,0,1,0,0,5,0,14,12.1,13.9,-0.3,0.79,0
8,1,1,14,0,1,0,0,2,0,12,12.0,8.9,1.4,3.51,0
15,1,12,1,0,0,0,0,5,0,12,12.0,11.1,0.6,2.02,0
6,1,3,1,0,0,0,0,1,0,9,12.0,10.8,1.4,1.74,0
13,1,1,18,0,1,0,0,4,0,15,12.0,16.2,0.3,-0.92,0
9,1,1,1,0,1,1,0,1,0,10,12.0,7.6,2.6,0.32,0
8,1,1,1,0,0,0,0,1,1,10,12.0,10.8,1.4,1.74,0
14,1,1,1,0,1,1,0,1,0,12,12.0,10.8,1.4,1.74,0
4,1,1,1,0,0,1,0,4,2,13,12.0,15.5,2.8,-4.06,0
15,1,1,9,0,0,0,0,5,0,12,12.0,10.8,1.4,1.74,0
10,1,1,1,0,1,0,0,1,0,11,12.0,9.4,-0.8,-3.12,1
17,0,1,1,0,1,1,0,1,0,10,12.0,10.8,1.4,1.74,0
15,1,1,1,0,0,1,0,2,0,12,12.0,10.8,1.4,1.74,0
3,0,1,1,0,1,0,0,1,0,12,12.0,10.8,1.4,1.74,0
4,1,12,1,0,1,0,0,1,0,12,12.0,11.1,0.6,2.02,0
13,1,17,1,0,1,1,0,1,0,14,12.0,11.1,0.6,2.02,0
14,1,12,1,0,1,1,0,2,1,12,12.0,11.1,0.6,2.02,0
7,1,1,1,0,1,1,0,1,0,10,12.0,7.6,2.6,0.32,0
9,1,1,1,0,0,1,0,1,0,10,12.0,13.9,-0.3,0.79,0
6,1,12,1,0,1,0,0,1,0,10,12.0,10.8,1.4,1.74,0
15,1,1,1,0,0,1,0,3,0,9,12.0,10.8,1.4,1.74,0
15,1,1,1,0,0,1,0,3,0,12,12.0,9.4,-0.8,-3.12,0
15,1,1,1,0,1,1,0,2,0,12,12.0,10.8,1.4,1.74,0
16,1,1,1,0,0,1,0,4,0,12,12.0,10.8,1.4,1.74,0
6,1,1,1,0,0,0,1,1,0,10,12.0,9.4,-0.8,-3.12,0
12,1,1,1,0,0,0,0,4,0,14,11.96,13.9,-0.3,0.79,0
12,1,1,1,0,1,1,0,3,0,14,11.9166666666667,16.2,0.3,-0.92,0
15,1,1,1,1,1,1,0,5,0,12,11.8,16.2,0.3,-0.92,0
15,1,1,1,0,1,0,0,4,0,12,11.75,7.6,2.6,0.32,0
15,1,1,1,0,1,1,0,4,0,12,11.75,15.5,2.8,-4.06,0
13,1,1,1,0,1,1,0,2,0,12,11.75,12.4,0.5,1.79,0
4,1,12,1,0,1,1,0,3,0,12,11.75,13.9,-0.3,0.79,0
13,1,1,12,0,1,0,0,2,0,14,11.6666666666667,8.9,1.4,3.51,1
7,1,14,1,0,1,1,0,2,0,10,11.6666666666667,10.8,1.4,1.74,1
6,1,1,1,0,1,1,0,3,0,10,11.6666666666667,9.4,-0.8,-3.12,1
10,1,1,1,0,1,0,1,6,0,12,11.6666666666667,15.5,2.8,-4.06,0
13,1,1,12,0,1,0,0,2,0,14,11.6666666666667,8.9,1.4,3.51,1
8,1,12,1,0,1,1,0,5,0,12,11.5714285714286,13.9,-0.3,0.79,0
12,1,1,1,0,0,1,0,2,0,13,11.5,15.5,2.8,-4.06,0
4,1,12,1,0,0,1,0,2,0,12,11.5,8.9,1.4,3.51,0
9,1,1,1,0,1,1,0,2,0,10,11.5,15.5,2.8,-4.06,0
7,1,1,1,0,1,1,0,4,0,10,11.5,13.9,-0.3,0.79,1
9,1,1,1,0,1,0,1,2,0,10,11.5,12.7,3.7,-1.7,0
4,1,12,1,0,0,1,0,2,2,15,11.5,15.5,2.8,-4.06,0
7,1,1,1,0,1,1,0,2,0,10,11.5,7.6,2.6,0.32,0
9,1,1,1,0,0,0,0,2,0,10,11.5,12.7,3.7,-1.7,0
10,1,1,1,0,1,0,0,12,0,12,11.3882857142857,16.2,0.3,-0.92,1
15,1,1,1,0,0,0,0,3,0,12,11.3333333333333,12.4,0.5,1.79,0
14,1,1,1,0,1,0,0,3,0,10,11.3333333333333,9.4,-0.8,-3.12,0
17,0,14,1,0,1,1,0,3,0,10,11.3333333333333,10.8,1.4,1.74,0
10,1,1,1,0,1,0,0,5,0,12,11.2857142857143,16.2,0.3,-0.92,0
1,1,1,14,0,0,1,0,3,0,14,11.25,16.2,0.3,-0.92,0
5,1,1,1,0,1,1,0,4,0,12,11.25,7.6,2.6,0.32,0
3,0,1,1,0,0,0,0,4,0,12,11.25,10.8,1.4,1.74,0
15,1,1,1,0,1,0,0,4,0,12,11.25,15.5,2.8,-4.06,0
6,1,1,1,0,1,1,0,3,0,12,11.25,12.4,0.5,1.79,1
6,1,1,1,0,1,0,0,2,0,12,11.0,8.9,1.4,3.51,0
15,1,1,1,0,1,0,0,1,0,12,11.0,9.4,-0.8,-3.12,1
8,1,3,1,0,1,0,0,1,1,10,11.0,12.7,3.7,-1.7,0
11,1,1,1,0,0,0,0,5,0,12,11.0,10.8,1.4,1.74,0
7,1,1,1,0,1,1,0,2,0,11,11.0,11.1,0.6,2.02,0
3,0,1,1,0,0,1,0,1,0,12,11.0,10.8,1.4,1.74,0
4,1,1,1,0,0,1,0,1,0,12,11.0,16.2,0.3,-0.92,0
9,1,1,1,0,1,0,1,4,0,10,11.0,11.1,0.6,2.02,0
14,1,1,1,1,0,0,1,1,0,12,11.0,12.7,3.7,-1.7,0
3,0,3,1,0,0,0,0,1,0,12,11.0,12.7,3.7,-1.7,0
7,1,1,1,0,1,1,0,3,0,10,11.0,10.8,1.4,1.74,0
17,0,1,1,0,1,0,0,1,0,10,11.0,13.9,-0.3,0.79,0
4,1,14,1,0,1,1,0,1,1,12,11.0,15.5,2.8,-4.06,0
9,1,1,1,0,1,0,0,1,0,10,11.0,12.7,3.7,-1.7,1
7,1,1,1,0,1,1,0,1,0,10,11.0,10.8,1.4,1.74,1
17,0,1,1,0,0,1,0,2,0,10,11.0,12.7,3.7,-1.7,0
11,1,1,1,0,0,1,0,3,0,12,11.0,9.4,-0.8,-3.12,0
15,1,1,1,0,1,0,0,3,0,12,11.0,16.2,0.3,-0.92,1
14,1,1,1,0,1,0,0,1,0,10,11.0,7.6,2.6,0.32,0
9,1,1,1,0,1,0,0,1,0,10,11.0,13.9,-0.3,0.79,0
9,1,1,1,0,1,0,0,1,0,10,11.0,9.4,-0.8,-3.12,1
11,1,1,1,0,1,0,0,2,0,12,11.0,12.7,3.7,-1.7,0
17,0,1,1,0,1,1,0,2,0,10,11.0,7.6,2.6,0.32,0
